"DATE","TITLE","ACTIVITY"
"32136","Manicouagan Federal Liberal Association","2015"
"31216","Manicouagan Federal NDP Riding Association","2015"
"31570","Marc-Aurèle-Fortin Conservative Association","2015"
"32209","Marc-Aurèle-Fortin Conservative Association","2015"
"31946","Marc-Aurèle-Fortin Federal Liberal Association","2015"
"31917","Markham--Stouffville Conservative Association","2015"
"32420","Markham--Stouffville Federal Green Party Association","2015"
"32080","Markham--Stouffville Federal Liberal Association","2015"
"31483","Markham--Stouffville Federal NDP Riding Association","2015"
"32231","Markham--Thornhill Conservative Association","2015"
"32069","Markham--Thornhill Federal Liberal Association","2015"
"31261","Markham--Thornhill Federal NDP Riding Association","2015"
"31485","Markham--Unionville Conservative Association","2015"
"32232","Markham--Unionville Conservative Association","2015"
"31832","Markham--Unionville Federal Green Party Association","2015"
"31664","Markham--Unionville Federal Liberal Association","2015"
"32041","Markham--Unionville Federal Liberal Association","2015"
"32299","Markham--Unionville Federal NDP Riding Association","2015"
"32245","Medicine Hat--Cardston--Warner Conservative Association","2015"
"32106","Medicine Hat--Cardston--Warner Federal Liberal Association","2015"
"31222","Medicine Hat--Cardston--Warner Federal NDP Riding Association","2015"
"31422","Mégantic--L'Érable Conservative Association","2015"
"32138","Mégantic--L'Érable Federal Liberal Association","2015"
"32234","Milton Conservative Association","2015"
"31770","Milton Federal Green Party Association","2015"
"32039","Milton Federal Liberal Association","2015"
"32405","Milton Federal Libertarian Association","2015"
"32303","Milton Federal NDP Riding Association","2015"
"32211","Mirabel Conservative Association","2015"
"31865","Mirabel Federal Green Party","2015"
"32031","Mirabel Federal Liberal Association","2015"
"32348","Mirabel NDP Riding Association","2015"
"32011","Miramichi--Grand Lake Federal Liberal Association","2015"
"31783","Miramichi--Grand Lake Federal NDP Riding Association","2015"
"32255","Mission--Matsqui--Fraser Canyon Conservative Association","2015"
"32384","Mission--Matsqui--Fraser Canyon Federal Green Party Association","2015"
"31939","Mission--Matsqui--Fraser Canyon Federal Liberal Association","2015"
"32387","Mission--Matsqui--Fraser Canyon NDP","2015"
"32238","Mississauga Centre Conservative Association","2015"
"32042","Mississauga Centre Federal Liberal Association","2015"
"32248","Mississauga East--Cooksville Conservative Association","2015"
"31531","Mississauga East--Cooksville Conservative Association","2015"
"32071","Mississauga East--Cooksville Federal Liberal Association","2015"
"31661","Mississauga East--Cooksville Federal Liberal Association","2015"
"31619","Mississauga East--Cooksville Federal NDP Riding Association","2015"
"31624","Mississauga--Brampton South Federal Liberal Riding Association","2015"
"32296","Mississauga--Erin Mills Conservative Association","2015"
"32072","Mississauga--Erin Mills Federal Liberal Association","2015"
"31081","Mississauga--Erin Mills Federal NDP Riding Association","2015"
"31443","Mississauga--Erindale Conservative Association","2015"
"31445","Mississauga--Lakeshore Conservative Association","2015"
"31992","Mississauga--Lakeshore Federal Liberal Association","2015"
"31705","Mississauga--Lakeshore Federal NDP Riding Association","2015"
"31929","Mississauga--Malton Conservative Association","2015"
"32070","Mississauga--Malton Federal Liberal Association","2015"
"31515","Mississauga--Malton Federal NDP Riding Association","2015"
"31643","Mississauga--Streetsville Conservative Association","2015"
"31577","Mississauga--Streetsville Federal Green Party Association","2015"
"32073","Mississauga--Streetsville Federal Liberal Association","2015"
"31319","Mississauga--Streetsville Federal NDP Riding Association","2015"
"32396","MMFMP Mission--Matsqui--Fraser Canyon Marijuana Party Electoral District","2015"
"31490","Moncton--Riverview--Dieppe Conservative Association","2015"
"31052","Moncton--Riverview--Dieppe Federal Liberal Association","2015"
"31708","Moncton--Riverview--Dieppe Federal NDP Riding Association","2015"
"31828","Moncton--Riverview--Dieppe Green Party Association","2015"
"32207","Montarville Conservative Association","2015"
"31952","Montarville Federal Liberal Association","2015"
"32213","Montcalm Conservative Association","2015"
"31948","Montcalm Federal Liberal Association","2015"
"32230","Moose Jaw--Lake Centre--Lanigan Conservative Association","2015"
"31913","Moose Jaw--Lake Centre--Lanigan Federal Green Party Association","2015"
"32163","Moose Jaw--Lake Centre--Lanigan Federal Liberal Association","2015"
"31141","Moose Jaw--Lake Centre--Lanigan Federal NDP Riding Association","2015"
"31532","Mount Royal Conservative Association","2015"
"32139","Mount Royal Federal Liberal Association","2015"
"32281","Nanaimo--Ladysmith Conservative Association","2015"
"31578","Nanaimo--Ladysmith Federal Green Party Association","2015"
"31941","Nanaimo--Ladysmith Federal Liberal Association","2015"
"32293","Nanaimo--Ladysmith New Democratic Party Electoral District Association","2015"
"31758","NDP Association La Pointe-de-L'Île","2015"
"32398","NDP Cloverdale--Langley City","2015"
"31835","NDP Longueuil--Charles-LeMoyne","2015"
"31682","NDP Malpeque Federal Riding Association","2015"
"32357","NDP Mississauga Centre","2015"
"31580","NDP Mount Royal","2015"
"31834","NDP Riding Association of Abitibi--Baie-James--Nunavik--Eeyou","2015"
"31290","NDP Riding Association of Ahuntsic-Cartierville","2015"
"31268","NDP Riding Association of Alfred-Pellan","2015"
"31583","NDP Riding Association of Avignon--La Mitis--Matane--Matapédia","2015"
"31270","NDP Riding Association of Bellechasse--Les Etchemins--Lévis","2015"
"31213","NDP Riding Association of Beloeil--Chambly","2015"
"31735","NDP Riding Association of Compton--Stanstead","2015"
"31814","NDP Riding Association of Gatineau","2015"
"31289","NDP Riding Association of Hochelaga","2015"
"31750","NDP Riding Association of Honoré-Mercier","2015"
"31242","NDP Riding Association of Jonquière","2015"
"31254","NDP Riding Association of Laurier--Sainte-Marie","2015"
"31656","NDP Riding Association of Laval--Les Îles","2015"
"31618","NDP Riding Association of Lévis--Lotbinière","2015"
"31217","NDP Riding Association of Louis-Hébert","2015"
"31759","NDP Riding Association of Montarville","2015"
"31324","NDP Riding Association of Notre-Dame-de-Grâce--Westmount","2015"
"31243","NDP Riding Association of Papineau","2015"
"31334","NDP Riding Association of Pierrefonds--Dollard","2015"
"31323","NDP Riding Association of Pontiac","2015"
"31239","NDP Riding Association of Québec","2015"
"31214","NDP Riding Association of Richmond--Arthabaska","2015"
"31728","NDP Riding Association of Rivière-des-Mille-Îles","2015"
"31253","NDP Riding Association of Rosemont--La Petite-Patrie","2015"
"31238","NDP Riding Association of Saint-Laurent","2015"
"31269","NDP Riding Association of Saint-Léonard--Saint-Michel","2015"
"31240","NDP Riding Association of Sherbrooke","2015"
"31789","NDP Riding Association of Trois-Rivières","2015"
"31836","NDP Riding Association of Vimy","2015"
"31241","NDP Ville-Marie--Le Sud-Ouest--Île-des-Soeurs Electoral District Association","2015"
"31914","Nepean Conservative Association","2015"
"32075","Nepean Federal Liberal Association","2015"
"31592","Nepean Federal NDP Riding Association","2015"
"31649","Nepean Green Party of Canada EDA","2015"
"31106","Nepean--Carleton Federal Liberal Association","2015"
"31503","New Brunswick Southwest Conservative Association","2015"
"31053","New Brunswick Southwest Federal Liberal Association","2015"
"31785","New Brunswick Southwest NDP","2015"
"32260","New Westminster--Burnaby Conservative Association","2015"
"33868","New Westminster--Burnaby Conservative Association","2016"
"32413","New Westminster--Burnaby Federal Green Party Association","2015"
"32115","New Westminster--Burnaby Federal Liberal Association","2015"
"31333","New Westminster--Burnaby Federal NDP Riding Association","2015"
"31385","New Westminster--Coquitlam CPC EDA","2015"
"31504","Newmarket--Aurora Conservative Association","2015"
"31760","Newmarket--Aurora Federal Green Party Association","2015"
"32076","Newmarket--Aurora Liberal Association","2015"
"31235","Newmarket--Aurora NDP Electoral District Association","2015"
"31697","Newton--North Delta Federal Liberal Electoral District Association","2015"
"31337","Niagara Centre Conservative Association","2015"
"32166","Niagara Centre Federal Liberal Association","2015"
"31130","Niagara Centre Federal NDP Riding Association","2015"
"31449","Niagara Falls Conservative Electoral District Association","2015"
"31742","Niagara Falls Federal Green Party Association","2015"
"32331","Niagara Falls Federal Liberal Association","2015"
"31100","Niagara Falls Federal NDP Riding Association","2015"
"32252","Niagara West Conservative Association","2015"
"31823","Niagara West Federal Green Party Association","2015"
"32077","Niagara West Federal Liberal Association","2015"
"31234","Niagara West Federal NDP Riding Association","2015"
"31452","Nickel Belt Conservative Association","2015"
"31998","Nickel Belt Federal Liberal Association","2015"
"31045","Nickel Belt Federal Liberal Association","2015"
"31288","Nickel Belt Federal NDP Riding Association","2015"
"32280","Nickel Belt Greens Electoral District Association","2015"
"31558","Nipissing--Timiskaming Conservative Association","2015"
"33954","Nipissing--Timiskaming Conservative Association","2016"
"31810","Nipissing--Timiskaming Federal Green Party Association","2015"
"32016","Nipissing--Timiskaming Federal Liberal Association","2015"
"31889","Nipissing--Timiskaming Federal New Democratic Party Electoral District Association","2015"
"32275","North Island--Powell River Conservative Association","2015"
"32381","North Island--Powell River Federal Green Party Association","2015"
"31986","North Island--Powell River Federal Liberal Association","2015"
"31121","North Island--Powell River Federal NDP Riding Association","2015"
"31903","North Okanagan--Shuswap C.A.P. - P.A.C. EDA","2015"
"31430","North Okanagan--Shuswap Conservative Association","2015"
"31813","North Okanagan--Shuswap Federal Green Party Association","2015"
"32186","North Okanagan--Shuswap Federal Liberal Association","2015"
"31204","North Okanagan--Shuswap Federal NDP Riding Association","2015"
"31378","North Vancouver Conservative Association","2015"
"31614","North Vancouver Federal Green Party Association","2015"
"31978","North Vancouver Federal Liberal Association","2015"
"31109","North Vancouver Federal NDP Riding Association","2015"
"31916","Northumberland--Peterborough South Conservative Association","2015"
"32078","Northumberland--Peterborough South Federal Liberal Association","2015"
"31075","Northumberland--Peterborough South Federal NDP Riding Association","2015"
"31782","Northumberland--Peterborough South Green Party of Canada","2015"
"31355","Northumberland--Quinte West Conservative Association","2015"
"31713","Northwest Territories Conservative Association","2015"
"33404","Northwest Territories Conservative Association","2016"
"31542","Northwest Territories Federal Liberal Association","2015"
"31335","Northwest Territories Federal NDP Riding Association","2015"
"32203","Notre-Dame-de-Grâce--Westmount Conservative Association","2015"
"31959","Notre-Dame-de-Grâce--Westmount Federal Liberal Association","2015"
"31875","NPD Gaspésie--Les Îles-de-la-Madeleine","2015"
"31817","NPD Laurentides--Labelle","2015"
"31839","NPD Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","2015"
"31876","NPD Portneuf--Jacques-Cartier","2015"
"31484","Nunavut Federal Liberal Association","2015"
"31897","Nunavut New Democratic Party Electoral District Association","2015"
"31665","Oak Ridges--Markham Federal Liberal Association","2015"
"31372","Oakville Conservative Association","2015"
"31328","Oakville Federal Green Party Association","2015"
"32332","Oakville Federal Liberal Association","2015"
"31482","Oakville Federal NDP Riding Association","2015"
"32395","Oakville North Federal Libertarian Association","2015"
"31926","Oakville North--Burlington Conservative Association","2015"
"32407","Oakville North--Burlington Federal Green Party Association","2015"
"32062","Oakville North--Burlington Federal Liberal Association","2015"
"31579","Oakville North--Burlington Federal NDP Riding Association","2015"
"31386","Orléans Conservative Association","2015"
"32022","Orléans Federal Liberal Association","2015"
"31264","Orléans Federal NDP Riding Association","2015"
"31383","Oshawa Conservative Association","2015"
"31669","Oshawa Federal Green Party Association","2015"
"32082","Oshawa Federal Liberal Association","2015"
"31696","Oshawa Federal Liberal Association","2015"
"31296","Oshawa Federal NDP Riding Association","2015"
"31681","Ottawa Centre Conservative Association","2015"
"31156","Ottawa Centre Federal Green Party Association","2015"
"32018","Ottawa Centre Federal Liberal Association","2015"
"31195","Ottawa Centre Federal NDP Riding Association","2015"
"31576","Ottawa South Conservative Association","2015"
"31330","Ottawa South Federal Green Party Association","2015"
"32029","Ottawa South Federal Liberal Association","2015"
"31286","Ottawa South Federal NDP","2015"
"31774","Ottawa South PC Party Association","2015"
"31388","Ottawa West--Nepean Conservative Association","2015"
"32049","Ottawa West--Nepean Federal Liberal Association","2015"
"31262","Ottawa West--Nepean Federal NDP Riding Association","2015"
"31648","Ottawa West--Nepean Green Party","2015"
"31902","Ottawa--Vanier Conservative Association","2015"
"31526","Ottawa--Vanier Federal Green Party Association","2015"
"32047","Ottawa--Vanier Federal Liberal Association","2015"
"31265","Ottawa--Vanier Federal NDP Riding Association","2015"
"31560","Outremont Conservative Association","2015"
"31962","Outremont Federal Liberal Association","2015"
"31218","Outremont Federal NDP Riding Association","2015"
"31549","Oxford Federal Conservative Electoral District Association","2015"
"31855","Oxford Federal Green Party Association","2015"
"32052","Oxford Federal Liberal Association","2015"
"31046","Oxford Federal Liberal Riding Association","2015"
"31655","Oxford Federal NDP Riding Association","2015"
"31611","Palliser Conservative Association","2015"
"31533","Papineau Conservative Association","2015"
"31827","Papineau Federal Green Party Association","2015"
"32142","Papineau Federal Liberal Association","2015"
"31392","Parkdale--High Park Conservative Association","2015"
"31148","Parkdale--High Park Federal Green Party Association","2015"
"32309","Parkdale--High Park Federal Liberal Association","2015"
"31263","Parkdale--High Park Federal NDP Riding Association","2015"
"31608","Parry Sound--Muskoka Conservative Association","2015"
"32315","Parry Sound--Muskoka Federal Liberal Association","2015"
"31095","Parry Sound--Muskoka Federal NDP Riding Association","2015"
"31416","Peace River Conservative Association","2015"
"31062","Peace River Federal Liberal Association","2015"
"32250","Peace River--Westlock Conservative Association","2015"
"31723","Peace River--Westlock Electoral District Association of the Christian Heritage Party","2015"
"31937","Peace River--Westlock Federal Liberal Association","2015"
"32367","Peace River--Westlock Federal NDP Riding Association","2015"
"31767","Perth--Wellington Christian Heritage Party","2015"
"31395","Perth--Wellington Conservative Association","2015"
"32411","Perth--Wellington Federal Green Party Association","2015"
"32318","Perth--Wellington Federal Liberal Association","2015"
"31231","Perth--Wellington Federal NDP Riding Association","2015"
"33396","Perth--Wellington Federal NDP Riding Association","2016"
"32074","Peterborough--Kawartha  Federal Liberal Association","2015"
"31126","Peterborough--Kawartha  Federal NDP Riding Association","2015"
"31396","Peterborough--Kawartha Conservative Electoral District Association","2015"
"31622","Peterborough--Kawartha Federal Green Party Association","2015"
"31547","Pickering--Scarborough East Conservative Association","2015"
"31662","Pickering--Scarborough East Federal Liberal Association","2015"
"32266","Pickering--Uxbridge Conservative Association","2015"
"32083","Pickering--Uxbridge Federal Liberal Association","2015"
"31673","Pickering--Uxbridge Federal NDP Riding Association","2015"
"32210","Pierre-Boucher--Les Patriotes--Verchères Conservative Association","2015"
"31958","Pierre-Boucher--Les Patriotes--Verchères Federal Liberal Association","2015"
"31405","Pierrefonds--Dollard Conservative Association","2015"
"32310","Pierrefonds-Dollard Federal Liberal Association","2015"
"32242","Pitt Meadows--Maple Ridge Conservative Association","2015"
"31819","Pitt Meadows--Maple Ridge Federal Green Party Association","2015"
"32118","Pitt Meadows--Maple Ridge Federal Liberal Association","2015"
"31151","Pitt Meadows--Maple Ridge Federal NDP Riding Association","2015"
"31555","Pitt Meadows--Maple Ridge--Mission Conservative Association","2015"
"32300","Pontiac Conservative Association","2015"
"31400","Pontiac Conservative Association","2015"
"32390","Pontiac Federal Green Party Association","2015"
"31950","Pontiac Federal Liberal Association","2015"
"32269","Port Moody--Coquitlam Conservative Association","2015"
"31976","Port Moody--Coquitlam Federal Liberal Association","2015"
"31192","Port Moody--Coquitlam Federal NDP Riding Association","2015"
"31821","Port Moody--Coquitlam Green Party Electoral District Association","2015"
"31776","Portage Lisgar Federal Green Party Association","2015"
"33987","Portage Lisgar Federal Green Party Association","2016"
"31773","Portage--Lisgar Christian Heritage Party Electoral District Association","2015"
"31363","Portage--Lisgar Conservative Association","2015"
"31019","Portage--Lisgar Federal Liberal Association","2015"
"31167","Portage--Lisgar Federal NDP Riding Association","2015"
"34107","Portage--Lisgar Federal NDP Riding Association","2016"
"31361","Prince Albert Conservative Association","2015"
"31187","Prince Albert Federal Liberal Association","2015"
"31230","Prince Albert Federal NDP Riding Association","2015"
"31399","Prince Edward--Hastings Conservative Party Electoral District Association","2015"
"31379","Prince George--Peace River--Northern Rockies Conservative Association","2015"
"32190","Prince George--Peace River--Northern Rockies Federal Liberal Association","2015"
"31212","Prince George--Peace River--Northern Rockies Federal NDP Riding Association","2015"
"31636","Provencher Conservative Association","2015"
"31018","Provencher Federal Liberal Association","2015"
"31120","Provencher Federal NDP Riding Association","2015"
"34112","Provencher Federal NDP Riding Association","2016"
"31397","Québec Conservative Association","2015"
"32143","Québec Federal Liberal Association","2015"
"31557","Random--Burin--St. George's Conservative Association","2015"
"31626","Red Deer Conservative Association","2015"
"31927","Red Deer--Lacombe Conservative Association","2015"
"32110","Red Deer--Lacombe Federal Liberal Association","2015"
"31640","Red Deer--Lacombe Federal NDP Riding Association","2015"
"32256","Red Deer--Mountain View Conservative Association","2015"
"32404","Red Deer--Mountain View Federal Green Party Association","2015"
"32108","Red Deer--Mountain View Federal Liberal Association","2015"
"31221","Red Deer--Mountain View Federal NDP Riding Association","2015"
"32421","Red Deer--Mountain View Libertarian Association","2015"
"32292","Regina--Lewvan Conservative Association","2015"
"31911","Regina--Lewvan Federal Green Party Association","2015"
"32165","Regina--Lewvan Federal Liberal Association","2015"
"31066","Regina--Lewvan Federal NDP Riding Association","2015"
"31104","Regina--Lumsden--Lake Centre Federal Liberal Association","2015"
"31563","Regina--Qu'Appelle Conservative Association","2015"
"31825","Regina--Qu'Appelle Federal Green Party Association","2015"
"31188","Regina--Qu'Appelle Federal Liberal Association","2015"
"31064","Regina--Qu'Appelle Federal NDP Riding Association","2015"
"31633","Regina--Wascana Conservative Association","2015"
"31909","Regina--Wascana Federal Green Party Association","2015"
"32182","Regina--Wascana Federal Liberal Association","2015"
"31402","Renfrew--Nipissing--Pembroke Conservative Association","2015"
"32322","Renfrew--Nipissing--Pembroke Federal Liberal Association","2015"
"31236","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2015"
"31394","Repentigny Conservative Association","2015"
"32145","Repentigny Federal Liberal Association","2015"
"32270","Richmond Centre Conservative Association","2015"
"31866","Richmond Centre Federal Green Party Association","2015"
"31981","Richmond Centre Federal Liberal Association","2015"
"31245","Richmond Centre Federal NDP Riding Association","2015"
"31573","Richmond Hill Conservative Association","2015"
"32085","Richmond Hill Federal Liberal Association","2015"
"31132","Richmond Hill Federal NDP Riding Association","2015"
"31390","Richmond--Arthabaska Conservative Association","2015"
"32146","Richmond--Arthabaska Federal Liberal Association","2015"
"32337","Rimouski-Neigette--Témiscouata--Les Basques Federal Liberal Association","2015"
"31521","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2015"
"31382","Rivière-des-Mille-Îles Conservative Association","2015"
"31006","Rivière-des-Mille-Îles Federal Liberal Association","2015"
"32148","Rivière-des-Mille-Îles Federal Liberal Association","2015"
"31581","Rivière-du-Nord Conservative Association","2015"
"32150","Rivière-du-Nord Federal Liberal Association","2015"
"31380","Rosemont--La Petite-Patrie Conservative Association","2015"
"32151","Rosemont--La Petite-Patrie Federal Liberal Association","2015"
"31505","Saanich--Gulf Islands Conservative Association","2015"
"32192","Saanich--Gulf Islands Federal Liberal Association","2015"
"31112","Saanich--Gulf Islands Federal NDP Riding Association","2015"
"31023","Saanich--Gulf Islands Green Party EDA","2015"
"31890","Sackville--Preston--Chezzetcook Conservative Association","2015"
"32124","Sackville--Preston--Chezzetcook Federal Liberal Association","2015"
"31152","Sackville--Preston--Chezzetcook Federal NDP Riding Association","2015"
"31816","Sackville--Preston--Chezzetcook Green Party Association","2015"
"31364","Saint Boniface--Saint Vital Conservative Association","2015"
"31769","Saint Boniface--Saint Vital Federal Green Party Association","2015"
"32176","Saint Boniface--Saint Vital Federal Liberal Association","2015"
"31145","Saint Boniface--Saint Vital Federal NDP Riding Association","2015"
"31599","Saint John--Rothesay Federal Conservative Electoral District Association","2015"
"31840","Saint John--Rothesay Federal Green Party Association","2015"
"32125","Saint John--Rothesay Federal Liberal Association","2015"
"31638","Saint John--Rothesay Federal NDP Riding Association","2015"
"31374","Saint-Hyacinthe--Bagot Conservative Association","2015"
"32341","Saint-Hyacinthe--Bagot Federal Liberal Association","2015"
"31737","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2015"
"31369","Saint-Jean Conservative Association","2015"
"31520","Saint-Jean Federal NDP Riding Association","2015"
"31366","Saint-Lambert Conservative Association","2015"
"31360","Saint-Laurent Conservative Association","2015"
"31954","Saint-Laurent Federal Liberal Association","2015"
"31358","Saint-Léonard--Saint-Michel Conservative Association","2015"
"31200","Saint-Léonard--Saint-Michel Federal Liberal Association","2015"
"32154","Saint-Léonard--Saint-Michel Federal Liberal Association","2015"
"31354","Saint-Maurice--Champlain Conservative Association","2015"
"32155","Saint-Maurice--Champlain Federal Liberal Association","2015"
"32202","Salaberry--Suroît Conservative Association","2015"
"32014","Salaberry--Suroît Federal Liberal Association","2015"
"31732","Salaberry--Suroît NDP Association","2015"
"31716","Sarnia--Lambton Christian Heritage Party","2015"
"31406","Sarnia--Lambton Conservative Association","2015"
"32422","Sarnia--Lambton Federal Green Party Association","2015"
"32333","Sarnia--Lambton Federal Liberal Association","2015"
"31294","Sarnia--Lambton NDP Riding Association","2015"
"32278","Saskatoon West Conservative Association","2015"
"32403","Saskatoon West Federal Green Party Association","2015"
"34556","Saskatoon West Federal Green Party Association","2016"
"32169","Saskatoon West Federal Liberal Association","2015"
"31166","Saskatoon West Federal NDP Riding Association","2015"
"31508","Saskatoon--Grasswood Conservative Association","2015"
"32376","Saskatoon--Grasswood Federal Green Party Association","2015"
"32178","Saskatoon--Grasswood Federal Liberal Association","2015"
"31142","Saskatoon--Grasswood Federal NDP Riding Association","2015"
"31509","Saskatoon--Humboldt Conservative Association","2015"
"31362","Saskatoon--Rosetown--Biggar Conservative Association","2015"
"32233","Saskatoon--University Conservative Association","2015"
"31799","Saskatoon--University Federal Green Party Association","2015"
"32167","Saskatoon--University Federal Liberal Association","2015"
"31068","Saskatoon--University Federal NDP Riding Association","2015"
"31679","Saskatoon--Wanuskewin Conservative Association","2015"
"31666","Sault Ste. Marie Conservative Electoral District Association","2015"
"31780","Sault Ste. Marie Federal Green Party Association","2015"
"32086","Sault Ste. Marie Federal Liberal Association","2015"
"31123","Sault Ste. Marie Federal NDP Riding Association","2015"
"31408","Scarborough Centre Conservative Association","2015"
"32090","Scarborough Centre Federal Liberal Association","2015"
"31092","Scarborough Centre Federal NDP Riding Association","2015"
"31930","Scarborough North Conservative Association","2015"
"32089","Scarborough North Federal Liberal Association","2015"
"31702","Scarborough North Federal NDP Riding Association","2015"
"31411","Scarborough Southwest Conservative Association","2015"
"31850","Scarborough Southwest EDA Green Party of Canada","2015"
"32093","Scarborough Southwest Federal Liberal Association","2015"
"31161","Scarborough Southwest Federal NDP Riding Association","2015"
"31431","Scarborough--Agincourt Conservative Association","2015"
"32088","Scarborough--Agincourt Federal Liberal Association","2015"
"31701","Scarborough--Agincourt Federal NDP Riding Association","2015"
"31566","Scarborough--Guildwood Conservative Association","2015"
"32087","Scarborough--Guildwood Federal Liberal Association","2015"
"31308","Scarborough--Guildwood Federal NDP Riding Association","2015"
"31898","Scarborough--Guildwood Marijuana Party (SGMP)","2015"
"32262","Scarborough--Rouge Park Conservative Association","2015"
"32045","Scarborough--Rouge Park Federal Liberal Association","2015"
"32305","Scarborough--Rouge Park Federal NDP","2015"
"31565","Scarborough--Rouge River Conservative Association","2015"
"31047","Scarborough--Rouge River Federal Liberal Association","2015"
"31775","Selkirk--Interlake Christian Heritage Party Electoral District Association","2015"
"31365","Selkirk--Interlake--Eastman Conservative Association","2015"
"32177","Selkirk--Interlake--Eastman Federal Liberal Association","2015"
"31091","Selkirk--Interlake--Eastman Federal NDP Riding Association","2015"
"31352","Shefford Conservative Association","2015"
"33946","Shefford Conservative Association","2016"
"32007","Shefford Federal Liberal Association","2015"
"31794","Shefford Federal NDP Riding Association","2015"
"31350","Sherbrooke Conservative Association","2015"
"31201","Sherbrooke Federal Liberal Association","2015"
"31963","Sherbrooke Federal Liberal Association","2015"
"32277","Sherwood Park--Fort Saskatchewan Conservative Association","2015"
"31801","Sherwood Park--Fort Saskatchewan Federal Green Party Association","2015"
"32104","Sherwood Park--Fort Saskatchewan Federal Liberal Association","2015"
"31227","Sherwood Park--Fort Saskatchewan NDP Electoral District Association","2015"
"31714","Simcoe North CHP Electoral District Association","2015"
"31418","Simcoe North Conservative Association","2015"
"31311","Simcoe North Federal Green Party Association","2015"
"32100","Simcoe North Federal Liberal Association","2015"
"31320","Simcoe North Federal NDP Riding Association","2015"
"31747","Simcoe--Grey Christian Heritage Party Association","2015"
"31415","Simcoe--Grey Conservative Association","2015"
"31332","Simcoe--Grey Federal Green Party Association","2015"
"32099","Simcoe--Grey Federal Liberal Association","2015"
"31129","Simcoe--Grey Federal NDP Riding Association","2015"
"31690","Skeena--Bulkley Valley Conservative Association","2015"
"32193","Skeena--Bulkley Valley Federal Liberal Association","2015"
"31150","Skeena--Bulkley Valley Federal NDP Riding Association","2015"
"31343","Souris--Moose Mountain Conservative Association","2015"
"32417","Souris--Moose Mountain Federal Green Party Association","2015"
"32181","Souris-Moose Mountain Federal Liberal Association","2015"
"31317","Souris--Moose Mountain Federal NDP Riding Association","2015"
"31919","South Okanagan--West Kootenay Conservative Association","2015"
"31982","South Okanagan--West Kootenay Federal Liberal Association","2015"
"31325","South Okanagan--West Kootenay Green Party EDA","2015"
"31209","South Okanagan--West Kootenay NDP Riding Association","2015"
"31351","South Shore--St. Margarets Conservative Association","2015"
"31174","South Shore--St. Margarets Federal Liberal Association","2015"
"31198","South Shore--St. Margarets Federal NDP Riding Association","2015"
"32257","South Surrey--White Rock Conservative Association","2015"
"31983","South Surrey--White Rock Federal Liberal Association","2015"
"31147","South Surrey--White Rock Federal NDP Riding Association","2015"
"32271","Spadina--Fort York Conservative Association","2015"
"31291","Spadina--Fort York Federal Green Party Association","2015"
"32094","Spadina--Fort York Federal Liberal Association","2015"
"31082","Spadina--Fort York Federal NDP Riding Association","2015"
"31571","St. Albert--Edmonton Conservative Association","2015"
"32103","St. Albert--Edmonton Federal Liberal Association","2015"
"31698","St. Albert--Edmonton Federal NDP Riding Association","2015"
"31403","St. Catharines Conservative Association","2015"
"31048","St. Catharines Federal Liberal Association","2015"
"32079","St. Catharines Federal Liberal Association","2015"
"31510","St. John's East Conservative Association","2015"
"32408","St. John's East Federal Green Party Association","2015"
"31180","St. John's East Federal Liberal Association","2015"
"31274","St. John's East Federal NDP Riding Association","2015"
"31901","St. John's South--Mount Pearl Conservative Electoral District Association","2015"
"32406","St. John's South--Mount Pearl Federal Green Party Association","2015"
"31177","St. John's South--Mount Pearl Federal Liberal Association","2015"
"31247","St. John's South--Mount Pearl Federal NDP Riding Association","2015"
"32272","Steveston--Richmond East Conservative Association","2015"
"32117","Steveston--Richmond East Federal Liberal Association","2015"
"31546","Steveston--Richmond East Federal NDP Riding Association","2015"
"31420","Stormont--Dundas--South Glengarry Conservative Association","2015"
"32334","Stormont--Dundas--South Glengarry Federal Liberal Association","2015"
"31158","Stormont--Dundas--South Glengarry Federal NDP Riding Association","2015"
"32258","Sturgeon River--Parkland Conservative Association","2015"
"31867","Sturgeon River--Parkland Federal Green Party Association","2015"
"31935","Sturgeon River--Parkland Federal Liberal Association","2015"
"31651","Sturgeon River--Parkland Federal NDP Riding Association","2015"
"31481","Sudbury Conservative Association","2015"
"31829","Sudbury Federal Green Party Association","2015"
"32160","Sudbury Federal Liberal Association","2015"
"31072","Sudbury Federal NDP Riding Association","2015"
"31689","Surrey Centre Conservative Association","2015"
"32194","Surrey Centre Federal Liberal Association","2015"
"31115","Surrey Centre Federal NDP Riding Association","2015"
"32276","Surrey--Newton Conservative Association","2015"
"31975","Surrey--Newton Federal Liberal Association","2015"
"31208","Surrey--Newton Federal NDP Riding Association","2015"
"31645","Sydney--Victoria Conservative Association","2015"
"31175","Sydney--Victoria Federal Liberal Association","2015"
"31197","Sydney--Victoria Federal NDP Riding Association","2015"
"32208","Terrebonne Conservative Association","2015"
"31955","Terrebonne Federal Liberal Association","2015"
"31007","Terrebonne--Blainville Federal Liberal Association","2015"
"31309","The Greens of Kamloops--Thompson--Cariboo","2015"
