"DATE","TITLE","ACTIVITY"
"Jan 28, 2017 02:31","Part 2d - Statement of Transfers Received",""

GROUP_DATA
"Client_id","Registered_association","Fiscal_year_end"
"31387","Abbotsford Conservative Association","2015"
"32246","Abbotsford Conservative Electoral District Association","2015"
"31857","Abbotsford Federal Green Party Association","2015"
"32113","Abbotsford Federal Liberal Association","2015"
"31321","Abbotsford Federal NDP Riding Association","2015"
"32349","Abbotsford Marijuana Party (AMP)","2015"
"31410","Abitibi--Baie-James--Nunavik--Eeyou Conservative Association","2015"
"32141","Abitibi--Baie-James--Nunavik--Eeyou Federal Liberal Association","2015"
"31446","Abitibi--Témiscamingue Conservative Association","2015"
"32126","Abitibi--Témiscamingue Federal Liberal Association","2015"
"31353","Acadie--Bathurst Conservative Association","2015"
"32399","Acadie--Bathurst Federal Green Party Association","2015"
"31011","Acadie--Bathurst Federal Liberal Association","2015"
"31087","Acadie--Bathurst Federal NDP Riding Association","2015"
"31684","Ahuntsic-Cartierville Conservative Association","2015"
"32012","Ahuntsic--Cartierville Federal Liberal Association","2015"
"31448","Ajax Conservative Association","2015"
"31960","Ajax Federal Liberal Association","2015"
"31694","Ajax Federal NDP Riding Association","2015"
"31884","Alfred-Pellan Conservative Association","2015"
"32127","Alfred-Pellan Federal Liberal Association","2015"
"31678","Algoma--Manitoulin--Kapuskasing Conservative Association","2015"
"31050","Algoma--Manitoulin--Kapuskasing Federal Liberal Association","2015"
"31076","Algoma--Manitoulin--Kapuskasing Federal NDP Riding Association","2015"
"31600","Ancaster--Dundas--Flamborough--Westdale Conservative Association","2015"
"31590","Ancaster--Dundas--Flamborough--Westdale Federal Liberal Association","2015"
"32013","Argenteuil--La Petite-Nation Federal Liberal Association","2015"
"31733","Association Bloc Québécois Shefford","2015"
"31344","Association conservatrice de Vaudreuil--Soulanges","2015"
"31029","Association de circonscription du Bloc Québécois de Gatineau","2015"
"31751","Association de circonscription NPD de Bécancour--Nicolet--Saurel","2015"
"31761","Association de circonscription NPD de Drummond","2015"
"31710","Association de circonscription NPD de Repentigny","2015"
"31798","Association de Richmond--Arthabaska du Parti Vert du Canada","2015"
"31757","Association d'Outremont du Parti Vert du Canada","2015"
"31026","Association du Bloc Québécois d'Argenteuil--Papineau--Mirabel","2015"
"31038","Association du Bloc Québécois de Charlesbourg--Haute-Saint-Charles","2015"
"31025","Association du Bloc Québécois de Laurier--Sainte-Marie","2015"
"31031","Association du Bloc Québécois de Rosemont--La Petite-Patrie","2015"
"31514","Association du Bloc Québécois LaSalle--Émard--Verdun","2015"
"31595","Association du Bloc Québécois Laurentides--Labelle","2015"
"31491","Association du Parti conservateur Argenteuil--Papineau--Mirabel","2015"
"32343","Association du Parti conservateur d'Argenteuil--La Petite-Nation","2015"
"31497","Association du Parti conservateur d'Avignon--La Mitis--Matane--Matapédia","2015"
"31442","Association du Parti conservateur de Beauce","2015"
"31478","Association du Parti conservateur de Bécancour--Nicolet--Saurel","2015"
"31461","Association du Parti conservateur Drummond","2015"
"31447","Association du Parti conservateur Jonquière--Alma","2015"
"31439","Association du Parti conservateur LaSalle--Émard","2015"
"31438","Association du Parti conservateur Laurentides--Labelle","2015"
"31480","Association du Parti conservateur Laval","2015"
"31582","Association du Parti conservateur Montcalm","2015"
"31498","Association du Parti conservateur Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","2015"
"31413","Association du Parti conservateur Notre-Dame-de-Grâce--Lachine","2015"
"31538","Association du Parti conservateur Portneuf--Jacques-Cartier","2015"
"31494","Association du Parti conservateur Rimouski-Neigette--Témiscouata--Les Basques","2015"
"31499","Association du Parti conservateur Roberval--Lac-Saint-Jean","2015"
"31658","Association du Parti conservateur Terrebonne--Blainville","2015"
"31667","Association du Parti conservateur Verchères--Les Patriotes","2015"
"31647","Association du Parti Vert du Canada Ahuntsic-Cartierville","2015"
"31808","Association du Parti Vert du Canada de Gatineau","2015"
"31768","Association du Parti vert du Canada de La Prairie","2015"
"32354","Association du Parti Vert du Canada de Laurier--Sainte-Marie","2015"
"34443","Association du Parti Vert du Canada de Laurier--Sainte-Marie","2016"
"31766","Association du Parti vert du Canada de Montarville","2015"
"31844","Association du Parti vert du Canada de Mont-Royal","2015"
"32353","Association du Parti Vert du Canada de Notre-Dame-de-Grâce--Westmount","2015"
"32401","Association du Parti vert du Canada de Pierre-Boucher--Les Patriotes--Verchères","2015"
"31880","Association du Parti vert du Canada de Rivière-du-Nord","2015"
"31756","Association du Parti vert du Canada de Vaudreuil--Soulanges","2015"
"31859","Association du Parti Vert du Canada Louis-Hébert","2015"
"31202","Association libérale fédérale d'Abitibi--Baie-James--Nunavik--Eeyou","2015"
"31815","Association libérale fédérale d'Alfred-Pellan","2015"
"31593","Association libérale fédérale d'Argenteuil--Papineau--Mirabel","2015"
"32312","Association libérale fédérale de Bécancour--Nicolet--Saurel","2015"
"31002","Association libérale fédérale de Chambly--Borduas","2015"
"32307","Association libérale fédérale de Drummond","2015"
"31190","Association libérale fédérale de La Pointe-de-l'Île","2015"
"32308","Association libérale fédérale de Laurentides--Labelle","2015"
"31004","Association libérale fédérale de Mégantic--L'Érable","2015"
"31885","Association libérale fédérale de Montcalm","2015"
"32313","Association libérale fédérale de Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","2015"
"31489","Association libérale fédérale de Papineau","2015"
"32311","Association libérale fédérale de Portneuf--Jacques-Cartier","2015"
"31591","Association libérale fédérale de Rivière-du-Nord","2015"
"31487","Association libérale fédérale de Saint-Bruno--Saint-Hubert","2015"
"32314","Association libérale fédérale de Saint-Jean","2015"
"31765","Association NPD Abitibi--Témiscamingue","2015"
"31786","Association NPD Argenteuil--La Petite-Nation","2015"
"31874","Association NPD Beauce","2015"
"31754","Association NPD Beauport--Limoilou","2015"
"31711","Association NPD Berthier--Maskinongé","2015"
"31674","Association NPD Bourassa","2015"
"31654","Association NPD Brome--Missisquoi","2015"
"31753","Association NPD Charlesbourg--Haute-Saint-Charles","2015"
"31736","Association NPD Châteauguay--Lacolle","2015"
"31764","Association NPD de Beauport--Côte-de-Beaupré--Île d’Orléans--Charlevoix","2015"
"31543","Association NPD Lac-Saint-Jean","2015"
"31793","Association NPD Louis-Saint-Laurent","2015"
"31731","Association NPD Marc-Aurèle-Fortin","2015"
"31519","Association NPD Mégantic--L'Érable","2015"
"31830","Association NPD Montcalm","2015"
"31729","Association NPD Pierre-Boucher--Les Patriotes--Verchères","2015"
"31791","Association NPD Rivière-du-Nord","2015"
"31784","Association NPD Saint-Maurice--Champlain","2015"
"31792","Association NPD Terrebonne","2015"
"32221","Aurora--Oak Ridges--Richmond Hill Conservative Association","2015"
"32044","Aurora--Oak Ridges--Richmond Hill Federal Liberal Association","2015"
"32388","Aurora--Oak Ridges--Richmond Hill Federal NDP","2015"
"31899","Avalon Conservative Association","2015"
"31179","Avalon Federal Liberal Association","2015"
"31279","Avalon Federal NDP Riding Association","2015"
"31947","Avignon--La Mitis--Matane--Matapédia Federal Liberal Association","2015"
"32235","Banff--Airdrie Conservative Association","2015"
"31797","Banff--Airdrie Federal Green Party Association","2015"
"32111","Banff--Airdrie Federal Liberal Association","2015"
"31299","Banff--Airdrie Federal NDP Riding Association","2015"
"31051","Barrie Federal Liberal Association","2015"
"32290","Barrie--Innisfil Conservative Electoral District Association","2015"
"32389","Barrie--Innisfil Federal Green Party Association","2015"
"32035","Barrie--Innisfil Federal Liberal Association","2015"
"31517","Barrie--Innisfil Federal NDP Riding Association","2015"
"32304","Barrie--Springwater--Oro-Medonte Conservative Association","2015"
"31252","Barrie--Springwater--Oro-Medonte Federal Green Party Association","2015"
"32053","Barrie--Springwater--Oro-Medonte Federal Liberal Association","2015"
"32358","Barrie--Springwater--Oro-Medonte NDP Riding Association","2015"
"32236","Battle River--Crowfoot Conservative Association","2015"
"32199","Battle River--Crowfoot Federal Liberal Association","2015"
"31250","Battle River--Crowfoot Federal NDP Riding Association","2015"
"31357","Battlefords--Lloydminster Conservative Association","2015"
"31184","Battlefords--Lloydminster Federal Liberal Association","2015"
"31257","Battlefords--Lloydminster Federal NDP Riding Association","2015"
"32268","Bay of Quinte Conservative Association","2015"
"32084","Bay of Quinte Federal Liberal Association","2015"
"31122","Bay of Quinte Federal NDP Riding Association","2015"
"31610","Beaches--East York Conservative Association","2015"
"31891","Beaches--East York Federal Green Party Association","2015"
"32316","Beaches--East York Federal Liberal Association","2015"
"31078","Beaches--East York Federal NDP Riding Association","2015"
"32128","Beauce Federal Liberal Association","2015"
"31536","Beauport--Côte-de-Beaupré--Île d’Orléans--Charlevoix Conservative Association","2015"
"32020","Beauport-Côte-de-Beaupré-Île d’Orléans-Charlevoix Federal Liberal Association","2015"
"31495","Beauport--Limoilou Conservative Association","2015"
"32131","Beauport--Limoilou Federal Liberal Association","2015"
"31534","Beauséjour Conservative Association","2015"
"31012","Beauséjour Federal Liberal Association","2015"
"31672","Beauséjour Federal NDP Riding Association","2015"
"31434","Bellechasse--Les Etchemins--Lévis Conservative Association","2015"
"32130","Bellechasse--Les Etchemins--Lévis Federal Liberal Association","2015"
"31685","Beloeil--Chambly Conservative Association","2015"
"32019","Beloeil--Chambly Federal Liberal Association","2015"
"31417","Berthier--Maskinongé Conservative Association","2015"
"32015","Berthier--Maskinongé Federal Liberal Association","2015"
"31001","Berthier--Maskinongé Federal Liberal Association","2015"
"31185","Blackstrap Federal Liberal Association","2015"
"31806","Bloc Québécois Ahuntsic-Cartierville","2015"
"31040","Bloc Québécois Alfred-Pellan","2015"
"31032","Bloc Québécois Bécancour--Nicolet--Saurel","2015"
"31475","Bloc Québécois Beloeil--Chambly","2015"
"31748","Bloc Québécois Châteauguay--Lacolle","2015"
"31024","Bloc Québécois Chicoutimi--Le Fjord","2015"
"31034","Bloc Québécois Compton--Stanstead","2015"
"31545","Bloc Québécois d'Abitibi--Baie-James--Nunavik--Eeyou","2015"
"31726","Bloc Québécois de Brome--Missisquoi","2015"
"31028","Bloc Québécois de Gaspésie--Îles-de-la-Madeleine","2015"
"31271","Bloc Québécois de Joliette","2015"
"31790","Bloc Québécois de Laval--Les Îles","2015"
"31041","Bloc Québécois de Longueuil--Pierre-Boucher","2015"
"31033","Bloc Québécois de Louis-Hébert","2015"
"31313","Bloc Québécois de Repentigny","2015"
"31306","Bloc Québécois de Rivière-du-Nord","2015"
"31035","Bloc Québécois de Saint-Jean","2015"
"31544","Bloc Québécois de Trois-Rivières","2015"
"31039","Bloc Québécois Drummond","2015"
"31027","Bloc Québécois Hochelaga","2015"
"31739","Bloc Québécois Longueuil--Charles-LeMoyne","2015"
"31513","Bloc Québécois Mégantic--L'Érable","2015"
"32344","Bloc Québécois Montarville","2015"
"31529","Bloc Québécois Montcalm","2015"
"31037","Bloc Québécois Pierre-Boucher--Les Patriotes--Verchères","2015"
"31811","Bloc Québécois Richmond--Arthabaska","2015"
"31042","Bloc Québécois Rimouski-Neigette--Témiscouata--Les Basques","2015"
"32356","Bloc Québécois Rivière-des-Mille-Îles","2015"
"31043","Bloc Québécois Roberval--Lac-Saint-Jean","2015"
"31044","Bloc Québécois Saint-Hyacinthe--Bagot","2015"
"31594","Bloc Québécois Saint-Maurice--Champlain","2015"
"31030","Bloc Québécois Salaberry--Suroît","2015"
"34460","Bloc Québécois Salaberry--Suroît","2016"
"31752","Bloc Québécois Vaudreuil-Soulanges","2015"
"32338","Bonavista--Burin--Trinity Conservative Association","2015"
"32010","Bonavista--Burin--Trinity Federal Liberal Association","2015"
"31518","Bonavista--Burin--Trinity Federal NDP Riding Association","2015"
"31596","Bonavista--Gander--Grand Falls--Windsor Conservative Association","2015"
"31886","Bourassa Conservative Association","2015"
"32156","Bourassa Federal Liberal Association","2015"
"32240","Bow River Conservative Association","2015"
"31933","Bow River Federal Liberal Association","2015"
"32371","Bow River Federal NDP Riding Association","2015"
"31676","Bramalea--Gore--Malton Conservative Association","2015"
"32222","Brampton Centre Conservative Association","2015"
"32037","Brampton Centre Federal Liberal Association","2015"
"32365","Brampton Centre Federal NDP EDA","2015"
"32291","Brampton East Conservative Riding Association","2015"
"32054","Brampton East Federal Liberal Association","2015"
"31285","Brampton East Federal NDP Riding Association","2015"
"31923","Brampton North Conservative Association","2015"
"32055","Brampton North Federal Liberal Association","2015"
"31099","Brampton North Federal NDP Riding Association","2015"
"32225","Brampton South Conservative Association","2015"
"32036","Brampton South Federal Liberal Association","2015"
"32374","Brampton South Federal NDP","2015"
"32302","Brampton West Conservative Association","2015"
"31453","Brampton West Conservative Association","2015"
"32056","Brampton West Federal Liberal Association","2015"
"31589","Brampton West Federal Liberal Association","2015"
"31079","Brampton West Federal NDP Riding Association","2015"
"31451","Brampton--Springdale Conservative Association","2015"
"31375","Brandon--Souris Conservative Association","2015"
"31021","Brandon--Souris Federal Liberal Association","2015"
"31259","Brandon--Souris Federal NDP Riding Association","2015"
"31812","Brandon--Souris Green Party","2015"
"31550","Brantford--Brant Conservative Association","2015"
"31512","Brantford--Brant Federal Green Party Association","2015"
"31964","Brantford--Brant Federal Liberal Association","2015"
"31096","Brantford--Brant Federal NDP Riding Association","2015"
"31692","British Columbia Southern Interior Federal Liberal Association","2015"
"31465","Brome--Missisquoi Conservative Association","2015"
"32132","Brome--Missisquoi Federal Liberal Association","2015"
"31003","Brome--Missisquoi Federal Liberal Association","2015"
"32217","Brossard--Saint-Lambert Conservative Association","2015"
"32017","Brossard--Saint-Lambert Federal Liberal Association","2015"
"31724","Brossard--Saint-Lambert NDP Riding Association","2015"
"31470","Bruce--Grey--Owen Sound Conservative Association","2015"
"32320","Bruce--Grey--Owen Sound Federal Liberal Association","2015"
"31266","Bruce--Grey--Owen Sound Federal NDP Riding Association","2015"
"31715","Bruce--Grey--Owen Sound Green Party of Canada","2015"
"31454","Burlington Conservative Association","2015"
"31965","Burlington Federal Liberal Association","2015"
"31086","Burlington Federal NDP Riding Association","2015"
"32249","Burnaby North--Seymour Conservative Association","2015"
"32383","Burnaby North--Seymour Federal Green Party Association","2015"
"32114","Burnaby North--Seymour Federal Liberal Association","2015"
"31193","Burnaby North--Seymour Federal NDP Riding Association","2015"
"32295","Burnaby South Conservative Association","2015"
"31847","Burnaby South Federal Green Party Association","2015"
"31938","Burnaby South Federal Liberal Association","2015"
"32298","Burnaby South Federal NDP Riding Association","2015"
"31535","Burnaby--Douglas Conservative Association","2015"
"31389","Burnaby--New Westminster Conservative Association","2015"
"31398","Calgary Centre Conservative Association","2015"
"31804","Calgary Centre Federal Green Party Association","2015"
"32195","Calgary Centre Federal Liberal Association","2015"
"31229","Calgary Centre Federal NDP Riding Association","2015"
"34152","Calgary Centre Federal NDP Riding Association","2016"
"32243","Calgary Confederation Conservative Association","2015"
"31149","Calgary Confederation Federal Green Party Association","2015"
"32187","Calgary Confederation Federal Liberal Association","2015"
"31641","Calgary Confederation Federal NDP Riding Association","2015"
"32247","Calgary Forest Lawn Conservative Association","2015"
"31778","Calgary Forest Lawn Federal Green Party Association","2015"
"32180","Calgary Forest Lawn Federal Liberal Association","2015"
"31298","Calgary Forest Lawn Federal NDP Riding Association","2015"
"31607","Calgary Heritage Conservative Association","2015"
"31854","Calgary Heritage Federal Green Party Association","2015"
"32197","Calgary Heritage Federal Liberal Association","2015"
"31642","Calgary Heritage Federal NDP Riding Association","2015"
"32282","Calgary Midnapore Conservative Association","2015"
"31863","Calgary Midnapore Federal Green Party Association","2015"
"32196","Calgary Midnapore Federal Liberal Association","2015"
"31225","Calgary Midnapore Federal NDP Riding Association","2015"
"32254","Calgary Nose Hill Conservative Association","2015"
"32191","Calgary Nose Hill Federal Liberal Association","2015"
"32362","Calgary Nose Hill Federal NDP Riding Association","2015"
"31980","Calgary Rocky Ridge Conservative Association","2015"
"32393","Calgary Rocky Ridge Federal Green Party Association","2015"
"32051","Calgary Rocky Ridge Federal Liberal Association","2015"
"31303","Calgary Rocky Ridge Federal NDP Riding Association","2015"
"32283","Calgary Shepard Conservative Association","2015"
"32386","Calgary Shepard Federal Green Party","2015"
"31932","Calgary Shepard Federal Liberal Association","2015"
"32361","Calgary Shepard Federal NDP Riding Association","2015"
"32259","Calgary Signal Hill Conservative Association","2015"
"32198","Calgary Signal Hill Federal Liberal Association","2015"
"31305","Calgary Signal Hill Federal NDP Riding Association","2015"
"34587","Calgary Signal Hill Green Party EDA","2016"
"32264","Calgary Skyview Conservative Association","2015"
"32189","Calgary Skyview Federal Liberal Association","2015"
"31304","Calgary Skyview Federal NDP Riding Association","2015"
"31904","Calgary Southeast C.A.P. - P.A.C. EDA","2015"
"31635","Calgary Southeast Conservative Association","2015"
"31058","Calgary Southeast Federal Liberal Association","2015"
"31511","Calgary West Conservative Association","2015"
"31691","Cambridge Conservative Association","2015"
"32057","Cambridge Federal Liberal Association","2015"
"31135","Cambridge Federal NDP Riding Association","2015"
"34098","Cambridge Federal NDP Riding Association","2016"
"31675","Cape Breton--Canso Conservative Association","2015"
"31172","Cape Breton--Canso Federal Liberal Association","2015"
"31101","Cape Breton--Canso Federal NDP Riding Association","2015"
"31347","Cardigan Conservative Association","2015"
"31182","Cardigan Federal Liberal Association","2015"
"31540","Cardigan Federal NDP Riding Association","2015"
"31391","Cariboo--Prince George Conservative Association","2015"
"31695","Cariboo--Prince George Federal Liberal Association","2015"
"31194","Cariboo--Prince George Federal NDP Riding Association","2015"
"31922","Carleton Conservative Association","2015"
"32043","Carleton Federal Liberal Association","2015"
"32369","Carleton N.D.P.","2015"
"31586","Carleton--Mississippi Mills Federal Liberal Association","2015"
"32267","Carlton Trail--Eagle Creek Conservative Association","2015"
"32171","Carlton Trail--Eagle Creek Federal Liberal Association","2015"
"31088","Carlton Trail--Eagle Creek Federal NDP Riding Association","2015"
"31632","Central Nova Conservative Association","2015"
"32342","Central Nova Federal Liberal Association","2015"
"31315","Central Nova Federal NDP Riding Association","2015"
"31831","Central Nova Green Party Association","2015"
"31918","Central Okanagan--Similkameen--Nicola Conservative Association","2015"
"31979","Central Okanagan--Similkameen--Nicola Federal Liberal Association","2015"
"31246","Central Okanagan--Similkameen--Nicola Federal NDP Riding Association","2015"
"31584","Central Okanagan--Similkameen--Nicola Green Party of Canada","2015"
"31496","Charlesbourg--Haute-Saint-Charles Conservative Association","2015"
"32137","Charlesbourg--Haute-Saint-Charles Federal Liberal Association","2015"
"31376","Charleswood--St. James--Assiniboia Conservative Association","2015"
"31771","Charleswood--St. James--Assiniboia Federal Green Party Association","2015"
"31118","Charleswood--St. James--Assiniboia Federal NDP Riding Association","2015"
"32327","Charleswood--St. James--Assiniboia--Headingley Federal Liberal Association","2015"
"31646","Charlottetown Conservative Association","2015"
"31181","Charlottetown Federal Liberal Riding Association","2015"
"31621","Charlottetown Federal NDP Riding Association","2015"
"32205","Châteauguay--Lacolle Conservative Association","2015"
"32021","Châteauguay--Lacolle Federal Liberal Association","2015"
"31456","Chatham-Kent--Leamington Conservative Association","2015"
"31966","Chatham-Kent--Leamington Federal Liberal Association","2015"
"31232","Chatham-Kent--Leamington Federal NDP Riding Association","2015"
"31463","Chicoutimi--Le Fjord Conservative Association","2015"
"32140","Chicoutimi--Le Fjord Federal Liberal Association","2015"
"31244","Chicoutimi--Le Fjord Federal NDP Riding Association","2015"
"31393","Chilliwack--Hope Conservative Association","2015"
"32116","Chilliwack--Hope Federal Liberal Association","2015"
"31275","Chilliwack--Hope Federal NDP Riding Association","2015"
"31800","CHP - Québec","2015"
"31720","CHP - Surrey Centre","2015"
"31877","CHP Cloverdale--Langley City","2015"
"31741","CHP Durham","2015"
"31883","CHP Hamilton Mountain","2015"
"31718","CHP Kings Hants","2015"
"31878","CHP London--Fanshawe","2015"
"31738","CHP Oxford","2015"
"31719","CHP Skeena--Bulkley Valley","2015"
"31906","CHP South Shore--St. Margarets","2015"
"31772","CHP York--Simcoe","2015"
"31763","Christian Heritage Party - Abbotsford Riding","2015"
"31749","Christian Heritage Party - E.M.L. - EDA","2015"
"31727","Christian Heritage Party - Lethbridge EDA","2015"
"31755","Christian Heritage Party - Sturgeon River-Parkland","2015"
"31717","Christian Heritage Party EDA for Chilliwack--Hope","2015"
"31725","Christian Heritage Party, Huron--Bruce Electoral District Association","2015"
"31746","Christian Heritage Party Lambton--Kent--Middlesex Riding Association","2015"
"34017","Christian Heritage Party Lambton--Kent--Middlesex Riding Association","2016"
"31721","Christian Heritage Party of Niagara West","2015"
"31722","Christian Heritage Party St. Catharines E.D.A.","2015"
"31740","Christian Heritage Party Welland Riding","2015"
"31020","Churchill Federal Liberal Association","2015"
"32294","Churchill--Keewatinook Aski Conservative Association","2015"
"32173","Churchill--Keewatinook Aski Federal Liberal Association","2015"
"31146","Churchill--Keewatinook Aski Federal NDP Riding Association","2015"
"31977","Cloverdale--Langley City Conservative Association","2015"
"31940","Cloverdale--Langley City Federal Liberal Association","2015"
"32339","Coast of Bays--Central--Notre Dame Conservative Association","2015"
"32008","Coast of Bays--Central--Notre Dame Federal Liberal Association","2015"
"31316","Coast of Bays--Central--Notre Dame Federal NDP Riding Association","2015"
"31462","Compton--Stanstead Conservative Association","2015"
"32144","Compton--Stanstead Federal Liberal Association","2015"
"32215","Conservative Association of Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","2015"
"31455","Conservative Party of Canada Carleton--Mississippi Mills","2015"
"31568","Conservative Party of Canada Fredericton Electoral District Association","2015"
"31381","Conservative Party of Canada Langley Electoral District Association","2015"
"32288","Conservative Party of Canada Langley--Aldergrove Electoral District Association","2015"
"31860","Conservative Party of Canada Nunavut Electoral District Association","2015"
"31630","Coquitlam--Port Coquitlam Conservative Association","2015"
"31858","Coquitlam--Port Coquitlam Federal Green Party Association","2015"
"32188","Coquitlam--Port Coquitlam Federal Liberal Association","2015"
"31210","Coquitlam--Port Coquitlam Federal NDP Riding Association","2015"
"32253","Courtenay--Alberni Conservative Association","2015"
"31616","Courtenay--Alberni Federal Green Party Association","2015"
"31973","Courtenay--Alberni Federal Liberal Association","2015"
"31111","Courtenay--Alberni Federal NDP Riding Association","2015"
"32287","Cowichan--Malahat--Langford Conservative Association","2015"
"31974","Cowichan--Malahat--Langford Federal Liberal Association","2015"
"31113","Cowichan--Malahat--Langford Federal NDP Electoral District Association","2015"
"31881","Cowichan--Malahat--Langford Marijuana Party (CMLMP)","2015"
"31893","Crowfoot Federal Liberal Association","2015"
"31680","Cumberland--Colchester Conservative Association","2015"
"32123","Cumberland--Colchester Federal Liberal Association","2015"
"31153","Cumberland--Colchester Federal NDP Riding Association","2015"
"31822","Cumberland--Colchester Green Party Association","2015"
"31359","Cypress Hills--Grasslands Conservative Association","2015"
"32418","Cypress Hills--Grasslands Federal Green Party Association","2015"
"32179","Cypress Hills--Grasslands Federal Liberal Association","2015"
"31067","Cypress Hills--Grasslands Federal NDP Riding Association","2015"
"31425","Dartmouth--Cole Harbour Conservative Association","2015"
"32120","Dartmouth--Cole Harbour Federal Liberal Association","2015"
"31196","Dartmouth--Cole Harbour Federal NDP Riding Association","2015"
"31605","Dauphin--Swan River--Neepawa Conservative Association","2015"
"31788","Dauphin--Swan River--Neepawa Federal Green Party Association","2015"
"32175","Dauphin--Swan River--Neepawa Federal Liberal Association","2015"
"31140","Dauphin--Swan River--Neepawa Federal NDP Riding Association","2015"
"31683","Davenport Conservative Association","2015"
"31525","Davenport Federal Green Party Association","2015"
"32317","Davenport Federal Liberal Association","2015"
"31097","Davenport Federal NDP Riding Association","2015"
"31984","Delta Conservative Association","2015"
"31942","Delta Federal Liberal Association","2015"
"32347","Delta Federal NDP Riding Association","2015"
"31554","Desnethé--Missinippi--Churchill River Conservative Association","2015"
"32412","Desnethé--Missinippi--Churchill River Federal Green Party Association","2015"
"31186","Desnethé--Missinippi--Churchill River Federal Liberal Association","2015"
"31258","Desnethé--Missinippi--Churchill River NDP Riding Association","2015"
"31921","Don Valley East Conservative Association","2015"
"32060","Don Valley East Federal Liberal Association","2015"
"31280","Don Valley East Federal NDP Riding Association","2015"
"32227","Don Valley North Conservative Association","2015"
"32038","Don Valley North Federal Liberal Association","2015"
"32351","Don Valley North Federal NDP","2015"
"31474","Don Valley West Conservative Association","2015"
"31928","Don Valley West Conservative Association","2015"
"31331","Don Valley West Federal Green Party Association","2015"
"32061","Don Valley West Federal Liberal Association","2015"
"31887","Don Valley West NDP Federal Riding Association","2015"
"32212","Dorval--Lachine--LaSalle Conservative Association","2015"
"31949","Dorval--Lachine--LaSalle Federal Liberal Association","2015"
"31215","Dorval--Lachine--Lasalle Federal NDP Riding Association","2015"
"31466","Dufferin--Caledon Conservative Association","2015"
"31670","Dufferin--Caledon Federal Green Party Association","2015"
"32336","Dufferin--Caledon Federal Liberal Association","2015"
"31700","Dufferin--Caledon Federal NDP Riding Association","2015"
"31458","Durham Conservative Association","2015"
"32223","Durham Conservative Association","2015"
"32059","Durham Federal Liberal Association","2015"
"31098","Durham Federal NDP Riding Association","2015"
"31407","Edmonton Centre Conservative Association","2015"
"31852","Edmonton Centre Federal Green Party Association","2015"
"32201","Edmonton Centre Federal Liberal Association","2015"
"31057","Edmonton Centre Federal Liberal Association","2015"
"31220","Edmonton Centre Federal NDP Riding Association","2015"
"32237","Edmonton Griesbach Conservative Association","2015"
"31853","Edmonton Griesbach Federal Green Party Association","2015"
"32101","Edmonton Griesbach Federal Liberal Association","2015"
"31706","Edmonton Griesbach Federal NDP Electoral District Association","2015"
"32284","Edmonton Manning Conservative Association","2015"
"31934","Edmonton Manning Federal Liberal Association","2015"
"32297","Edmonton Manning Federal NDP Riding Association","2015"
"31404","Edmonton Mill Woods Conservative Association","2015"
"32200","Edmonton Mill Woods Federal Liberal Association","2015"
"31226","Edmonton Mill Woods Federal NDP Riding Association","2015"
"32285","Edmonton Riverbend Conservative Association","2015"
"31838","Edmonton Riverbend Federal Green Party Association","2015"
"32102","Edmonton Riverbend Federal Liberal Association","2015"
"31223","Edmonton Riverbend Federal NDP Riding Association","2015"
"31414","Edmonton Strathcona Conservative Association","2015"
"31837","Edmonton Strathcona Federal Green Party Association","2015"
"32183","Edmonton Strathcona Federal Liberal Association","2015"
"31219","Edmonton Strathcona Federal NDP Riding Association","2015"
"32239","Edmonton West Conservative Association","2015"
"32105","Edmonton West Federal Liberal Association","2015"
"31224","Edmonton West Federal NDP Riding Association","2015"
"31409","Edmonton--Leduc Conservative Association","2015"
"32241","Edmonton--Wetaskiwin Conservative Association","2015"
"31868","Edmonton--Wetaskiwin Federal Green Party Association","2015"
"31936","Edmonton--Wetaskiwin Federal Liberal Association","2015"
"32346","Edmonton--Wetaskiwin Federal NDP Riding Association","2015"
"31507","Eglinton--Lawrence Conservative Association","2015"
"32319","Eglinton--Lawrence Federal Liberal Association","2015"
"31276","Eglinton--Lawrence Federal NDP Riding Association","2015"
"31634","Egmont Conservative Association","2015"
"31183","Egmont Federal Liberal Association","2015"
"31693","Egmont NDP Riding Association","2015"
"31603","Elgin--Middlesex--London Conservative Association","2015"
"31967","Elgin--Middlesex--London Federal Liberal Association","2015"
"31108","Elgin--Middlesex--London Federal Liberal Association","2015"
"31281","Elgin--Middlesex--London Federal NDP Riding Association","2015"
"31637","Elmwood--Transcona Conservative Association","2015"
"31022","Elmwood--Transcona Federal Liberal Association","2015"
"31116","Elmwood--Transcona Federal NDP Riding Association","2015"
"31604","Esquimalt--Saanich--Sooke Conservative Association","2015"
"32385","Esquimalt--Saanich--Sooke Federal Green Party Association","2015"
"32119","Esquimalt--Saanich--Sooke Federal Liberal Association","2015"
"31089","Esquimalt--Saanich--Sooke Federal NDP Riding Association","2015"
"31467","Essex Conservative Association","2015"
"31993","Essex Federal Liberal Association","2015"
"31077","Essex Federal NDP Riding Association","2015"
"31629","Etobicoke Centre Conservative Association","2015"
"31994","Etobicoke Centre Federal Liberal Association","2015"
