"DATE","TITLE","ACTIVITY"
"20021","Provencher Federal Liberal Association","2011",
"23296","Provencher Federal Liberal Association","2012",
"24717","Provencher Federal Liberal Association","2013",
"26212","Provencher Federal Liberal Association","2014",
"11718","Provencher Federal NDP Riding Association","2007",
"13702","Provencher Federal NDP Riding Association","2008",
"16992","Provencher Federal NDP Riding Association","2009",
"18660","Provencher Federal NDP Riding Association","2010",
"20212","Provencher Federal NDP Riding Association","2011",
"23486","Provencher Federal NDP Riding Association","2012",
"24904","Provencher Federal NDP Riding Association","2013",
"26392","Provencher Federal NDP Riding Association","2014",
"12049","Québec Conservative Association","2007",
"14032","Québec Conservative Association","2008",
"17321","Québec Conservative Association","2009",
"18990","Québec Conservative Association","2010",
"20533","Québec Conservative Association","2011",
"23805","Québec Conservative Association","2012",
"25218","Québec Conservative Association","2013",
"26704","Québec Conservative Association","2014",
"27555","Québec Federal Liberal Association","2014",
"11869","Quebec Federal NDP Riding Association","2007",
"13853","Quebec Federal NDP Riding Association","2008",
"17143","Quebec Federal NDP Riding Association","2009",
"18811","Quebec Federal NDP Riding Association","2010",
"20362","Quebec Federal NDP Riding Association","2011",
"23634","Quebec Federal NDP Riding Association","2012",
"25049","Quebec Federal NDP Riding Association","2013",
"26536","Quebec Federal NDP Riding Association","2014",
"12238","Random--Burin--St. George's Conservative Association","2007",
"14218","Random--Burin--St. George's Conservative Association","2008",
"17507","Random--Burin--St. George's Conservative Association","2009",
"19176","Random--Burin--St. George's Conservative Association","2010",
"20717","Random--Burin--St. George's Conservative Association","2011",
"23989","Random--Burin--St. George's Conservative Association","2012",
"25400","Random--Burin--St. George's Conservative Association","2013",
"11792","Random--Burin--St. George's Federal Liberal Association","2007",
"13776","Random--Burin--St. George's Federal Liberal Association","2008",
"17066","Random--Burin--St. George's Federal Liberal Association","2009",
"18734","Random--Burin--St. George's Federal Liberal Association","2010",
"20285","Random--Burin--St. George's Federal Liberal Association","2011",
"23557","Random--Burin--St. George's Federal Liberal Association","2012",
"24972","Random--Burin--St. George's Federal Liberal Association","2013",
"26459","Random--Burin--St. George's Federal Liberal Association","2014",
"12192","Random--Burin--St. George's Federal NDP Riding Association","2007",
"14175","Random--Burin--St. George's Federal NDP Riding Association","2008",
"17464","Random--Burin--St. George's Federal NDP Riding Association","2009",
"19133","Random--Burin--St. George's Federal NDP Riding Association","2010",
"20674","Random--Burin--St. George's Federal NDP Riding Association","2011",
"23946","Random--Burin--St. George's Federal NDP Riding Association","2012",
"25358","Random--Burin--St. George's Federal NDP Riding Association","2013",
"26844","Random--Burin--St. George's Federal NDP Riding Association","2014",
"12338","Red Deer Conservative Association","2007",
"14317","Red Deer Conservative Association","2008",
"17606","Red Deer Conservative Association","2009",
"19275","Red Deer Conservative Association","2010",
"20814","Red Deer Conservative Association","2011",
"24084","Red Deer Conservative Association","2012",
"25490","Red Deer Conservative Association","2013",
"26975","Red Deer Conservative Association","2014",
"18115","Red Deer Federal Green Party Association","2009",
"19654","Red Deer Federal Green Party Association","2010",
"21152","Red Deer Federal Green Party Association","2011",
"24404","Red Deer Federal Green Party Association","2012",
"25802","Red Deer Federal Green Party Association","2013",
"11642","Red Deer Federal Liberal Association","2007",
"13626","Red Deer Federal Liberal Association","2008",
"16916","Red Deer Federal Liberal Association","2009",
"18584","Red Deer Federal Liberal Association","2010",
"20137","Red Deer Federal Liberal Association","2011",
"23412","Red Deer Federal Liberal Association","2012",
"24831","Red Deer Federal Liberal Association","2013",
"26319","Red Deer Federal Liberal Association","2014",
"11851","Red Deer Federal NDP Riding Association","2007",
"13835","Red Deer Federal NDP Riding Association","2008",
"17125","Red Deer Federal NDP Riding Association","2009",
"18793","Red Deer Federal NDP Riding Association","2010",
"20344","Red Deer Federal NDP Riding Association","2011",
"23616","Red Deer Federal NDP Riding Association","2012",
"25031","Red Deer Federal NDP Riding Association","2013",
"26518","Red Deer Federal NDP Riding Association","2014",
"27339","Red Deer--Lacombe Conservative Association","2014",
"27522","Red Deer--Lacombe Federal Liberal Association","2014",
"27669","Red Deer--Mountain View Conservative Association","2014",
"27520","Red Deer--Mountain View Federal Liberal Association","2014",
"27707","Regina--Lewvan Conservative Association","2014",
"27577","Regina--Lewvan Federal Liberal Association","2014",
"12239","Regina--Lumsden--Lake Centre Conservative Association","2007",
"14219","Regina--Lumsden--Lake Centre Conservative Association","2008",
"17508","Regina--Lumsden--Lake Centre Conservative Association","2009",
"19177","Regina--Lumsden--Lake Centre Conservative Association","2010",
"20718","Regina--Lumsden--Lake Centre Conservative Association","2011",
"23990","Regina--Lumsden--Lake Centre Conservative Association","2012",
"25401","Regina--Lumsden--Lake Centre Conservative Association","2013",
"26887","Regina--Lumsden--Lake Centre Conservative Association","2014",
"27327","Regina--Lumsden--Lake Centre Federal Green Party Association","2014",
"11691","Regina--Lumsden--Lake Centre Federal Liberal Association","2007",
"13675","Regina--Lumsden--Lake Centre Federal Liberal Association","2008",
"16965","Regina--Lumsden--Lake Centre Federal Liberal Association","2009",
"18633","Regina--Lumsden--Lake Centre Federal Liberal Association","2010",
"20185","Regina--Lumsden--Lake Centre Federal Liberal Association","2011",
"23460","Regina--Lumsden--Lake Centre Federal Liberal Association","2012",
"24878","Regina--Lumsden--Lake Centre Federal Liberal Association","2013",
"26366","Regina--Lumsden--Lake Centre Federal Liberal Association","2014",
"11651","Regina--Lumsden--Lake Centre Federal NDP Riding Association","2007",
"13635","Regina--Lumsden--Lake Centre Federal NDP Riding Association","2008",
"16925","Regina--Lumsden--Lake Centre Federal NDP Riding Association","2009",
"18593","Regina--Lumsden--Lake Centre Federal NDP Riding Association","2010",
"20145","Regina--Lumsden--Lake Centre Federal NDP Riding Association","2011",
"23420","Regina--Lumsden--Lake Centre Federal NDP Riding Association","2012",
"24838","Regina--Lumsden--Lake Centre Federal NDP Riding Association","2013",
"26326","Regina--Lumsden--Lake Centre Federal NDP Riding Association","2014",
"12245","Regina--Qu'Appelle Conservative Association","2007",
"14225","Regina--Qu'Appelle Conservative Association","2008",
"17514","Regina--Qu'Appelle Conservative Association","2009",
"19183","Regina--Qu'Appelle Conservative Association","2010",
"20724","Regina--Qu'Appelle Conservative Association","2011",
"23996","Regina--Qu'Appelle Conservative Association","2012",
"25407","Regina--Qu'Appelle Conservative Association","2013",
"26893","Regina--Qu'Appelle Conservative Association","2014",
"12998","Regina--Qu'Appelle Federal Green Party Association","2007",
"14632","Regina--Qu'Appelle Federal Green Party Association","2008",
"17906","Regina--Qu'Appelle Federal Green Party Association","2009",
"19566","Regina--Qu'Appelle Federal Green Party Association","2010",
"21083","Regina--Qu'Appelle Federal Green Party Association","2011",
"24342","Regina--Qu'Appelle Federal Green Party Association","2012",
"25744","Regina--Qu'Appelle Federal Green Party Association","2013",
"27222","Regina--Qu'Appelle Federal Green Party Association","2014",
"11803","Regina--Qu'Appelle Federal Liberal Association","2007",
"13787","Regina--Qu'Appelle Federal Liberal Association","2008",
"17077","Regina--Qu'Appelle Federal Liberal Association","2009",
"18745","Regina--Qu'Appelle Federal Liberal Association","2010",
"20296","Regina--Qu'Appelle Federal Liberal Association","2011",
"23568","Regina--Qu'Appelle Federal Liberal Association","2012",
"24983","Regina--Qu'Appelle Federal Liberal Association","2013",
"26470","Regina--Qu'Appelle Federal Liberal Association","2014",
"11649","Regina--Qu'Appelle Federal NDP Riding Association","2007",
"13633","Regina--Qu'Appelle Federal NDP Riding Association","2008",
"16923","Regina--Qu'Appelle Federal NDP Riding Association","2009",
"18591","Regina--Qu'Appelle Federal NDP Riding Association","2010",
"20143","Regina--Qu'Appelle Federal NDP Riding Association","2011",
"23418","Regina--Qu'Appelle Federal NDP Riding Association","2012",
"24836","Regina--Qu'Appelle Federal NDP Riding Association","2013",
"26324","Regina--Qu'Appelle Federal NDP Riding Association","2014",
"27594","Regina--Wascana Federal Liberal Association","2014",
"12054","Renfrew--Nipissing--Pembroke Conservative Association","2007",
"14037","Renfrew--Nipissing--Pembroke Conservative Association","2008",
"17326","Renfrew--Nipissing--Pembroke Conservative Association","2009",
"18995","Renfrew--Nipissing--Pembroke Conservative Association","2010",
"20538","Renfrew--Nipissing--Pembroke Conservative Association","2011",
"23810","Renfrew--Nipissing--Pembroke Conservative Association","2012",
"25223","Renfrew--Nipissing--Pembroke Conservative Association","2013",
"26709","Renfrew--Nipissing--Pembroke Conservative Association","2014",
"12275","Renfrew--Nipissing--Pembroke Federal Liberal Association","2007",
"14255","Renfrew--Nipissing--Pembroke Federal Liberal Association","2008",
"17544","Renfrew--Nipissing--Pembroke Federal Liberal Association","2009",
"19213","Renfrew--Nipissing--Pembroke Federal Liberal Association","2010",
"20753","Renfrew--Nipissing--Pembroke Federal Liberal Association","2011",
"24025","Renfrew--Nipissing--Pembroke Federal Liberal Association","2012",
"25436","Renfrew--Nipissing--Pembroke Federal Liberal Association","2013",
"26921","Renfrew--Nipissing--Pembroke Federal Liberal Association","2014",
"27931","Renfrew--Nipissing--Pembroke Federal Liberal Association","2014",
"11866","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2007",
"13850","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2008",
"17140","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2009",
"18808","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2010",
"20359","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2011",
"23631","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2012",
"25046","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2013",
"26533","Renfrew--Nipissing--Pembroke Federal NDP Riding Association","2014",
"12478","Renfrew--Nipissing--Pembroke Green Party Riding Association","2007",
"14457","Renfrew--Nipissing--Pembroke Green Party Riding Association","2008",
"17746","Renfrew--Nipissing--Pembroke Green Party Riding Association","2009",
"19415","Renfrew--Nipissing--Pembroke Green Party Riding Association","2010",
"20951","Renfrew--Nipissing--Pembroke Green Party Riding Association","2011",
"24218","Renfrew--Nipissing--Pembroke Green Party Riding Association","2012",
"25624","Renfrew--Nipissing--Pembroke Green Party Riding Association","2013",
"12044","Repentigny Conservative Association","2007",
"14027","Repentigny Conservative Association","2008",
"17316","Repentigny Conservative Association","2009",
"18985","Repentigny Conservative Association","2010",
"20528","Repentigny Conservative Association","2011",
"23800","Repentigny Conservative Association","2012",
"25213","Repentigny Conservative Association","2013",
"26699","Repentigny Conservative Association","2014",
"27557","Repentigny Federal Liberal Association","2014",
"27684","Richmond Centre Conservative Association","2014",
"27394","Richmond Centre Federal Liberal Association","2014",
"12026","Richmond Conservative Association","2007",
"14009","Richmond Conservative Association","2008",
"17298","Richmond Conservative Association","2009",
"18967","Richmond Conservative Association","2010",
"20510","Richmond Conservative Association","2011",
"23782","Richmond Conservative Association","2012",
"25195","Richmond Conservative Association","2013",
"26681","Richmond Conservative Association","2014",
"18073","Richmond Federal Green Party Association","2009",
"19649","Richmond Federal Green Party Association","2010",
"21147","Richmond Federal Green Party Association","2011",
"24400","Richmond Federal Green Party Association","2012",
"25798","Richmond Federal Green Party Association","2013",
"27269","Richmond Federal Green Party Association","2014",
"12425","Richmond Federal Liberal Association","2007",
"14404","Richmond Federal Liberal Association","2008",
"17693","Richmond Federal Liberal Association","2009",
"19362","Richmond Federal Liberal Association","2010",
"20898","Richmond Federal Liberal Association","2011",
"24167","Richmond Federal Liberal Association","2012",
"25573","Richmond Federal Liberal Association","2013",
"27058","Richmond Federal Liberal Association","2014",
"11875","Richmond Federal NDP Riding Association","2007",
"13859","Richmond Federal NDP Riding Association","2008",
"17149","Richmond Federal NDP Riding Association","2009",
"18817","Richmond Federal NDP Riding Association","2010",
"20368","Richmond Federal NDP Riding Association","2011",
"23640","Richmond Federal NDP Riding Association","2012",
"25055","Richmond Federal NDP Riding Association","2013",
"26542","Richmond Federal NDP Riding Association","2014",
"12256","Richmond Hill Conservative Association","2007",
"14236","Richmond Hill Conservative Association","2008",
"17525","Richmond Hill Conservative Association","2009",
"19194","Richmond Hill Conservative Association","2010",
"20735","Richmond Hill Conservative Association","2011",
"24007","Richmond Hill Conservative Association","2012",
"25418","Richmond Hill Conservative Association","2013",
"26904","Richmond Hill Conservative Association","2014",
"11947","Richmond Hill Federal Green Party Association","2007",
"13929","Richmond Hill Federal Green Party Association","2008",
"17219","Richmond Hill Federal Green Party Association","2009",
"18887","Richmond Hill Federal Green Party Association","2010",
"20435","Richmond Hill Federal Green Party Association","2011",
"23707","Richmond Hill Federal Green Party Association","2012",
"25121","Richmond Hill Federal Green Party Association","2013",
"12374","Richmond Hill Federal Liberal Association","2007",
"14353","Richmond Hill Federal Liberal Association","2008",
"17642","Richmond Hill Federal Liberal Association","2009",
"19311","Richmond Hill Federal Liberal Association","2010",
"20849","Richmond Hill Federal Liberal Association","2011",
"24119","Richmond Hill Federal Liberal Association","2012",
"25525","Richmond Hill Federal Liberal Association","2013",
"27010","Richmond Hill Federal Liberal Association","2014",
"27497","Richmond Hill Federal Liberal Association","2014",
"11730","Richmond Hill Federal NDP Riding Association","2007",
"13714","Richmond Hill Federal NDP Riding Association","2008",
"17004","Richmond Hill Federal NDP Riding Association","2009",
"18672","Richmond Hill Federal NDP Riding Association","2010",
"20224","Richmond Hill Federal NDP Riding Association","2011",
"23498","Richmond Hill Federal NDP Riding Association","2012",
"24916","Richmond Hill Federal NDP Riding Association","2013",
"26404","Richmond Hill Federal NDP Riding Association","2014",
"12040","Richmond--Arthabaska Conservative Association","2007",
"14023","Richmond--Arthabaska Conservative Association","2008",
"17312","Richmond--Arthabaska Conservative Association","2009",
"18981","Richmond--Arthabaska Conservative Association","2010",
"20524","Richmond--Arthabaska Conservative Association","2011",
"23796","Richmond--Arthabaska Conservative Association","2012",
"25209","Richmond--Arthabaska Conservative Association","2013",
"26695","Richmond--Arthabaska Conservative Association","2014",
"27558","Richmond--Arthabaska Federal Liberal Association","2014",
"11844","Richmond--Arthabaska Federal NDP Riding Association","2007",
"13828","Richmond--Arthabaska Federal NDP Riding Association","2008",
"17118","Richmond--Arthabaska Federal NDP Riding Association","2009",
"18786","Richmond--Arthabaska Federal NDP Riding Association","2010",
"20337","Richmond--Arthabaska Federal NDP Riding Association","2011",
"23609","Richmond--Arthabaska Federal NDP Riding Association","2012",
"25024","Richmond--Arthabaska Federal NDP Riding Association","2013",
"26511","Richmond--Arthabaska Federal NDP Riding Association","2014",
"27946","Rimouski-Neigette--Témiscouata--Les Basques Federal Liberal Association","2014",
"12198","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2007",
"14179","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2008",
"17468","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2009",
"19137","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2010",
"20678","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2011",
"23950","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2012",
"25362","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2013",
"26848","Rimouski-Neigette-Témiscouata-Les Basques Federal NDP Riding Association","2014",
"12030","Rivière-des-Mille-Îles Conservative Association","2007",
"14013","Rivière-des-Mille-Îles Conservative Association","2008",
"17302","Rivière-des-Mille-Îles Conservative Association","2009",
"18971","Rivière-des-Mille-Îles Conservative Association","2010",
"20514","Rivière-des-Mille-Îles Conservative Association","2011",
"23786","Rivière-des-Mille-Îles Conservative Association","2012",
"25199","Rivière-des-Mille-Îles Conservative Association","2013",
"26685","Rivière-des-Mille-Îles Conservative Association","2014",
"11485","Rivière-des-Mille-Îles Federal Liberal Association","2007",
"13470","Rivière-des-Mille-Îles Federal Liberal Association","2008",
"16760","Rivière-des-Mille-Îles Federal Liberal Association","2009",
"18429","Rivière-des-Mille-Îles Federal Liberal Association","2010",
"19988","Rivière-des-Mille-Îles Federal Liberal Association","2011",
"23265","Rivière-des-Mille-Îles Federal Liberal Association","2012",
"24687","Rivière-des-Mille-Îles Federal Liberal Association","2013",
"27560","Rivière-des-Mille-Îles Federal Liberal Association","2014",
"26182","Rivière-des-Mille-Îles Federal Liberal Association","2014",
"12497","Rivière-des-Mille-Îles Federal NDP Riding Association","2007",
"14476","Rivière-des-Mille-Îles Federal NDP Riding Association","2008",
"17765","Rivière-des-Mille-Îles Federal NDP Riding Association","2009",
"19433","Rivière-des-Mille-Îles Federal NDP Riding Association","2010",
"20966","Rivière-des-Mille-Îles Federal NDP Riding Association","2011",
"24232","Rivière-des-Mille-Îles Federal NDP Riding Association","2012",
"25638","Rivière-des-Mille-Îles Federal NDP Riding Association","2013",
"27121","Rivière-des-Mille-Îles Federal NDP Riding Association","2014",
"12266","Rivière-du-Nord Conservative Association","2007",
"14246","Rivière-du-Nord Conservative Association","2008",
"17535","Rivière-du-Nord Conservative Association","2009",
"19204","Rivière-du-Nord Conservative Association","2010",
"20745","Rivière-du-Nord Conservative Association","2011",
"24017","Rivière-du-Nord Conservative Association","2012",
"25428","Rivière-du-Nord Conservative Association","2013",
"26913","Rivière-du-Nord Conservative Association","2014",
"27562","Rivière-du-Nord Federal Liberal Association","2014",
"12027","Rosemont--La Petite-Patrie Conservative Association","2007",
"14010","Rosemont--La Petite-Patrie Conservative Association","2008",
"17299","Rosemont--La Petite-Patrie Conservative Association","2009",
"18968","Rosemont--La Petite-Patrie Conservative Association","2010",
"20511","Rosemont--La Petite-Patrie Conservative Association","2011",
"23783","Rosemont--La Petite-Patrie Conservative Association","2012",
"25196","Rosemont--La Petite-Patrie Conservative Association","2013",
"26682","Rosemont--La Petite-Patrie Conservative Association","2014",
"11813","Rosemont--La Petite-Patrie Federal Liberal Association","2007",
"13797","Rosemont--La Petite-Patrie Federal Liberal Association","2008",
"17087","Rosemont--La Petite-Patrie Federal Liberal Association","2009",
"18755","Rosemont--La Petite-Patrie Federal Liberal Association","2010",
"20306","Rosemont--La Petite-Patrie Federal Liberal Association","2011",
"23578","Rosemont--La Petite-Patrie Federal Liberal Association","2012",
"24993","Rosemont--La Petite-Patrie Federal Liberal Association","2013",
"27563","Rosemont--La Petite-Patrie Federal Liberal Association","2014",
"26480","Rosemont--La Petite-Patrie Federal Liberal Association","2014",
"11883","Rosemont--La Petite-Patrie Federal NDP Riding Association","2007",
"13867","Rosemont--La Petite-Patrie Federal NDP Riding Association","2008",
"17157","Rosemont--La Petite-Patrie Federal NDP Riding Association","2009",
"18825","Rosemont--La Petite-Patrie Federal NDP Riding Association","2010",
"20376","Rosemont--La Petite-Patrie Federal NDP Riding Association","2011",
"23648","Rosemont--La Petite-Patrie Federal NDP Riding Association","2012",
"25063","Rosemont--La Petite-Patrie Federal NDP Riding Association","2013",
"26550","Rosemont--La Petite-Patrie Federal NDP Riding Association","2014",
"12175","Saanich--Gulf Islands Conservative Association","2007",
"14158","Saanich--Gulf Islands Conservative Association","2008",
"17447","Saanich--Gulf Islands Conservative Association","2009",
"19116","Saanich--Gulf Islands Conservative Association","2010",
"20657","Saanich--Gulf Islands Conservative Association","2011",
"23929","Saanich--Gulf Islands Conservative Association","2012",
"25342","Saanich--Gulf Islands Conservative Association","2013",
"26828","Saanich--Gulf Islands Conservative Association","2014",
"12448","Saanich--Gulf Islands Federal Liberal Association","2007",
"14427","Saanich--Gulf Islands Federal Liberal Association","2008",
"17716","Saanich--Gulf Islands Federal Liberal Association","2009",
"19385","Saanich--Gulf Islands Federal Liberal Association","2010",
"20921","Saanich--Gulf Islands Federal Liberal Association","2011",
"24190","Saanich--Gulf Islands Federal Liberal Association","2012",
"25596","Saanich--Gulf Islands Federal Liberal Association","2013",
"27081","Saanich--Gulf Islands Federal Liberal Association","2014",
"27604","Saanich--Gulf Islands Federal Liberal Association","2014",
"11710","Saanich--Gulf Islands Federal NDP Riding Association","2007",
"13694","Saanich--Gulf Islands Federal NDP Riding Association","2008",
"16984","Saanich--Gulf Islands Federal NDP Riding Association","2009",
"18652","Saanich--Gulf Islands Federal NDP Riding Association","2010",
"20204","Saanich--Gulf Islands Federal NDP Riding Association","2011",
"23478","Saanich--Gulf Islands Federal NDP Riding Association","2012",
"24896","Saanich--Gulf Islands Federal NDP Riding Association","2013",
"26384","Saanich--Gulf Islands Federal NDP Riding Association","2014",
"11526","Saanich--Gulf Islands Green Party EDA","2007",
"13511","Saanich--Gulf Islands Green Party EDA","2008",
"16801","Saanich--Gulf Islands Green Party EDA","2009",
"18470","Saanich--Gulf Islands Green Party EDA","2010",
"20029","Saanich--Gulf Islands Green Party EDA","2011",
"23304","Saanich--Gulf Islands Green Party EDA","2012",
"24725","Saanich--Gulf Islands Green Party EDA","2013",
"26220","Saanich--Gulf Islands Green Party EDA","2014",
"11992","Sackville--Eastern Shore Conservative Association","2007",
"13975","Sackville--Eastern Shore Conservative Association","2008",
"17264","Sackville--Eastern Shore Conservative Association","2009",
"21872","Sackville--Eastern Shore Conservative Association","2011",
"24437","Sackville--Eastern Shore Conservative Association","2012",
"25832","Sackville--Eastern Shore Conservative Association","2013",
"27297","Sackville--Eastern Shore Conservative Association","2014",
"11784","Sackville--Eastern Shore Federal Liberal Association","2007",
"13768","Sackville--Eastern Shore Federal Liberal Association","2008",
"17058","Sackville--Eastern Shore Federal Liberal Association","2009",
"18726","Sackville--Eastern Shore Federal Liberal Association","2010",
"20277","Sackville--Eastern Shore Federal Liberal Association","2011",
"23549","Sackville--Eastern Shore Federal Liberal Association","2012",
"24965","Sackville--Eastern Shore Federal Liberal Association","2013",
"26452","Sackville--Eastern Shore Federal Liberal Association","2014",
"11750","Sackville--Eastern Shore Federal NDP Riding Association","2007",
"13734","Sackville--Eastern Shore Federal NDP Riding Association","2008",
"17024","Sackville--Eastern Shore Federal NDP Riding Association","2009",
"18692","Sackville--Eastern Shore Federal NDP Riding Association","2010",
"20244","Sackville--Eastern Shore Federal NDP Riding Association","2011",
"23518","Sackville--Eastern Shore Federal NDP Riding Association","2012",
"24936","Sackville--Eastern Shore Federal NDP Riding Association","2013",
"26424","Sackville--Eastern Shore Federal NDP Riding Association","2014",
"12760","Sackville--Eastern Shore Green Party Association","2007",
"14618","Sackville--Eastern Shore Green Party Association","2008",
"17893","Sackville--Eastern Shore Green Party Association","2009",
"19554","Sackville--Eastern Shore Green Party Association","2010",
"21072","Sackville--Eastern Shore Green Party Association","2011",
"24333","Sackville--Eastern Shore Green Party Association","2012",
"25735","Sackville--Eastern Shore Green Party Association","2013",
"27213","Sackville--Eastern Shore Green Party Association","2014",
"27536","Sackville--Preston--Chezzetcook Federal Liberal Association","2014",
"12007","Saint Boniface Conservative Association","2007",
"13990","Saint Boniface Conservative Association","2008",
"17279","Saint Boniface Conservative Association","2009",
"18948","Saint Boniface Conservative Association","2010",
"20491","Saint Boniface Conservative Association","2011",
"23763","Saint Boniface Conservative Association","2012",
"25176","Saint Boniface Conservative Association","2013",
"26662","Saint Boniface Conservative Association","2014",
"12559","Saint Boniface Federal Green Party Association","2007",
"14537","Saint Boniface Federal Green Party Association","2008",
"17820","Saint Boniface Federal Green Party Association","2009",
"19486","Saint Boniface Federal Green Party Association","2010",
"21011","Saint Boniface Federal Green Party Association","2011",
"24276","Saint Boniface Federal Green Party Association","2012",
"25681","Saint Boniface Federal Green Party Association","2013",
"27163","Saint Boniface Federal Green Party Association","2014",
"11525","Saint Boniface Federal Liberal Association","2007",
"13510","Saint Boniface Federal Liberal Association","2008",
"16800","Saint Boniface Federal Liberal Association","2009",
"18469","Saint Boniface Federal Liberal Association","2010",
"20028","Saint Boniface Federal Liberal Association","2011",
"23303","Saint Boniface Federal Liberal Association","2012",
"24724","Saint Boniface Federal Liberal Association","2013",
"26219","Saint Boniface Federal Liberal Association","2014",
"11743","Saint Boniface Federal NDP Riding Association","2007",
"13727","Saint Boniface Federal NDP Riding Association","2008",
"17017","Saint Boniface Federal NDP Riding Association","2009",
"18685","Saint Boniface Federal NDP Riding Association","2010",
"20237","Saint Boniface Federal NDP Riding Association","2011",
"23511","Saint Boniface Federal NDP Riding Association","2012",
"24929","Saint Boniface Federal NDP Riding Association","2013",
"26417","Saint Boniface Federal NDP Riding Association","2014",
"27588","Saint Boniface--Saint Vital Federal Liberal Association","2014",
"12304","Saint John Federal Conservative Electoral District Association","2007",
"14284","Saint John Federal Conservative Electoral District Association","2008",
"17573","Saint John Federal Conservative Electoral District Association","2009",
"19242","Saint John Federal Conservative Electoral District Association","2010",
"20782","Saint John Federal Conservative Electoral District Association","2011",
"24053","Saint John Federal Conservative Electoral District Association","2012",
"25462","Saint John Federal Conservative Electoral District Association","2013",
"26947","Saint John Federal Conservative Electoral District Association","2014",
"11603","Saint John Federal Liberal Association","2007",
"13587","Saint John Federal Liberal Association","2008",
"16877","Saint John Federal Liberal Association","2009",
"18545","Saint John Federal Liberal Association","2010",
"20101","Saint John Federal Liberal Association","2011",
"23376","Saint John Federal Liberal Association","2012",
"24795","Saint John Federal Liberal Association","2013",
"26283","Saint John Federal Liberal Association","2014",
"12350","Saint John Federal NDP Riding Association","2007",
"14329","Saint John Federal NDP Riding Association","2008",
"17618","Saint John Federal NDP Riding Association","2009",
"19287","Saint John Federal NDP Riding Association","2010",
"20826","Saint John Federal NDP Riding Association","2011",
"24096","Saint John Federal NDP Riding Association","2012",
"25502","Saint John Federal NDP Riding Association","2013",
"26987","Saint John Federal NDP Riding Association","2014",
"13206","Saint John Green Party Association","2007",
"14652","Saint John Green Party Association","2008",
"17926","Saint John Green Party Association","2009",
"19585","Saint John Green Party Association","2010",
"21099","Saint John Green Party Association","2011",
"24357","Saint John Green Party Association","2012",
"25759","Saint John Green Party Association","2013",
"27237","Saint John Green Party Association","2014",
"17967","Saint John Marijuana Party","2009",
"19621","Saint John Marijuana Party","2010",
"21127","Saint John Marijuana Party","2011",
"27537","Saint John--Rothesay Federal Liberal Association","2014",
"12544","Saint-Bruno--Saint Hubert Association de comté NPD","2007",
"14522","Saint-Bruno--Saint Hubert Association de comté NPD","2008",
"17807","Saint-Bruno--Saint Hubert Association de comté NPD","2009",
"19474","Saint-Bruno--Saint Hubert Association de comté NPD","2010",
"21001","Saint-Bruno--Saint Hubert Association de comté NPD","2011",
"24266","Saint-Bruno--Saint Hubert Association de comté NPD","2012",
"25671","Saint-Bruno--Saint Hubert Association de comté NPD","2013",
"27153","Saint-Bruno--Saint Hubert Association de comté NPD","2014",
"12025","Saint-Bruno--Saint-Hubert Conservative Association","2007",
"14008","Saint-Bruno--Saint-Hubert Conservative Association","2008",
"17297","Saint-Bruno--Saint-Hubert Conservative Association","2009",
"18966","Saint-Bruno--Saint-Hubert Conservative Association","2010",
"20509","Saint-Bruno--Saint-Hubert Conservative Association","2011",
"23781","Saint-Bruno--Saint-Hubert Conservative Association","2012",
"25194","Saint-Bruno--Saint-Hubert Conservative Association","2013",
"26680","Saint-Bruno--Saint-Hubert Conservative Association","2014",
"12018","Saint-Hyacinthe--Bagot Conservative Association","2007",
"14001","Saint-Hyacinthe--Bagot Conservative Association","2008",
"17290","Saint-Hyacinthe--Bagot Conservative Association","2009",
"18959","Saint-Hyacinthe--Bagot Conservative Association","2010",
"20502","Saint-Hyacinthe--Bagot Conservative Association","2011",
"23774","Saint-Hyacinthe--Bagot Conservative Association","2012",
"25187","Saint-Hyacinthe--Bagot Conservative Association","2013",
"26673","Saint-Hyacinthe--Bagot Conservative Association","2014",
"27977","Saint-Hyacinthe--Bagot Federal Liberal Association","2014",
"12507","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2007",
"14486","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2008",
"17774","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2009",
"19442","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2010",
"20975","Saint-Hyacinthe--Bagot Federal NDP Riding Association","2011",
